Word,POS,Pronunciation (IPA),Frequency
compositional,JJ,K AA M P AH Z IH SH AH N AH L,1
Fantasia,NN,F AE N T EY ZH AH,10
sinfonica,NN,,1
singlemovement,NN,,2
experimentation,NN,IH K S P EH R AH M AH N T EY SH AH N,5
appassionato,NN,,1
rondo,NN,,1
Surviving,VBG,S ER V AY V IH NG,5
adagio,NN,AH D AA ZH IY OW,4
dispense,NN,D IH S P EH N S,1
multimovement,NN,,1
performable,JJ,,1
copious,JJ,K OW P IY AH S,1
whisky,NN,W IH S K IY,2
Kuutar,NNP,,2
nevercompleted,VBN,,1
Spiritess,NN,,1
Thtl,NN,,1
Dwell,NNP,D W EH L,1
Adagio,NN,AH D AA ZH IY OW,7
composing,VBG,K AH M P OW Z IH NG,3
fruitlessit,NN,,1
SegerstamChandos,NN,,1
grandest,NN,G R AE N D AH S T,2
Tapiola,NN,,1
startlingly,RB,S T AA R T L IH NG L IY,1
Haydn,NN,HH AY D AH N,6
contrasting,VBG,K AH N T R AE S T IH NG,9
texture,NN,T EH K S CH ER,8
scherzo,NN,,1
Instrumentation,NN,IH N S T R AH M EH N T EY SH AH N,5
flutes,NNS,F L UW T S,1
piccolo,NN,P IH K AH L OW,1
oboes,NNS,,3
clarinets,NNS,,1
bassoons,NNS,,1
trombones,NNS,T R AA M B OW N Z,1
timpani,NN,T IH M P AH N IY,4
bb,NN,,10
ascending,VBG,AH S EH N D IH NG,7
syncopated,VBN,S IH NG K AH P EY T IH D,1
Tristan,NN,T R IH S T AE N,6
Isolde,NN,IH S OW L D AH,4
chords,NNS,K AO R D Z,2
chorale,NN,K ER AE L,22
violas,NNS,V IY OW L AH Z,1
cellos,NN,,1
softly,RB,S AO F T L IY,1
hymnlike,NN,,1
Aino,NN,,3
reaffirming,VBG,R IY AH F ER M IH NG,1
tonality,NN,T OW N AE L AH T IY,1
pochett,NN,,3
meno,NN,M EY N OW,5
affrett,NN,,1
Poco,NN,P OW K OW,4
affrettando,NN,,2
il,NN,IH L,9
Tempo,NN,T EH M P OW,2
Vivacissimo,NN,,2
rallentando,NN,,2
93221,CD,,1
pochettino,NN,,1
tonalities,NNS,T OW N AE L AH T IY Z,1
slips,NNS,S L IH P S,4
notching,VBG,,4
ratcheted,VBN,R AE CH AH T IH D,1
staccato,NN,S T AH K AA T OW,1
woodwind,NN,W UH D W IH N D,1
lento,NN,L EH N T OW,1
222257,CD,,1
Allegro,NN,AH L EH G R OW,23
molto,NN,,3
moderato,NN,,4
258285,CD,,1
286408,CD,,1
Vivace,NN,,1
409448,CD,,1
Presto,NN,P R EH S T OW,2
449475,CD,,1
476495,CD,,1
Largamente,NN,,2
Affettuoso,NN,,1
496521,CD,,1
Kuolema,NNP,,1
522525,CD,,1
Logically,RB,L AA JH IH K L IY,1
broadening,NN,B R AO D AH N IH NG,1
slowing,VBG,S L OW IH NG,4
1112,CD,,8
woodwinds,NNS,W UH D W IH N D Z,2
Lionel,NNS,L AY AH N AH L,8
enharmonically,RB,,3
tonal,JJ,T OW N AH L,5
dissonance,NN,D IH S AH N AH N S,1
dissonant,NN,D IH S AH N AH N T,1
resolves,NNS,R IY Z AA L V Z,3
Whittall,NN,,1
1645514,CD,,1
Holmview,NN,,2
Beenleigh,NNP,,5
TransLink,NN,,1
weekday,NN,W IY K D EY,11
Sunnybank,NN,,1
Coopers,NNS,K UW P ER Z,1
Yeerongpilly,RB,,1
411kmh,CD,,1
Ferny,NN,,3
Caboolture,NN,,1
Beenleighbound,IN,,1
penultimate,NN,P EH N AH L T AH M AH T,5
300kmh,CD,,1
p1name1,NN,,1
p1linename,NN,,1
5677,CD,,1
p1destname,NN,,1
5704,CD,,1
p1notesAll,NN,,1
p2name2,NN,,1
p2linename,NN,,1
5731,CD,,2
p2destname,NN,,1
5758,CD,,1
5789,CD,,1
p2notesAll,NN,,1
1647514,CD,,1
H837,NN,,1
intolerant,NN,IH N T AA L ER AH N T,1
classrooms,NNS,K L AE S R UW M Z,6
retaliate,NN,R IH T AE L IY EY T,1
grading,VBG,G R EY D IH NG,5
1648514,CD,,1
Gawilghur,NNP,,2
Gawilgarh,NN,,3
Gawilgad,NN,,1
wellfortified,VBN,,1
Maratha,NN,,4
Deccan,JJ,,1
Melghat,DT,,1
Amravati,NNS,,2
AngloIndian,JJ,,1
Wellesley,NNP,W EH L Z L IY,4
AngloMaratha,NN,,4
Cornwell,NN,K AO R N W EH L,2
Napoleonic,JJ,N AH P OW L IY AA N IH K,4
Gawli,NN,,1
Berar,NN,,1
Firishta,NN,,1
Ahmed,NNP,AA M AH D,27
Wali,NN,,3
Muzaffarid,NN,,1
encamped,VBD,IH N K AE M P T,3
Ellichpur,NN,,1
fortification,NN,F AO R T AH F AH K EY SH AH N,5
Sepoy,NN,,1
escalade,NN,,1
gatehouse,NN,,2
approx,NN,,24
Devtalav,NN,,1
Khantalav,NNP,,1
Pathan,NN,P AE TH AH N,2
canopy,NN,K AE N AH P IY,7
lattice,NN,L AE T AH S,6
faade,NN,,3
minarets,NNS,M IH N ER EH T S,1
Gafur,NN,,1
jaglia,NN,,1
Narnala,NN,,2
unrepaired,JJ,,1
breaches,NNS,B R IY CH IH Z,3
1656514,CD,,1
depth1445m,NN,,1
ftin,NN,,1
capacity2000,NN,,1
1625,CD,,5
lanemeters,NNS,,1
Silja,NN,,29
cruiseferry,NN,,1
Estoniabased,VBN,,1
Tallink,NN,,7
Wrtsil,NN,,1
Effoa,NN,,5
Wellamo,NN,,8
Werft,NN,,2
Bremerhaven,NNP,,3
Siljaprefixed,NNP,,1
Finlandia,NNP,,2
HelsinkiStockholm,NN,,2
Svea,NN,,4
StockholmMariehamnTurku,NN,,2
mishap,NN,M IH S HH AE P,2
blackout,NN,B L AE K AW T,12
Mariahamn,NN,,1
grounding,VBG,G R AW N D IH NG,1
Luonnonmaan,NN,,1
Telakka,NN,,1
Naantali,NN,,1
carpassengertrain,NN,,1
Serenade,NN,S EH R AH N EY D,1
DFDS,NN,,1
EffJohn,NN,,2
GTS,NN,,1
Finnjet,NN,,1
skybar,NN,,1
funnel,NNS,F AH N AH L,3
bluedominated,VBN,,1
Karneval,NN,,4
Mariehamn,NN,,1
Turku,NN,,4
VaasaUme,NN,,1
MalmTravemndeLbeck,NN,,1
Frans,NNS,F R AE N Z,3
Suell,NN,,1
maketed,VBN,,1
Euroway,RB,,2
Kvarken,NNP,,1
Vaasa,NN,,2
Ume,NN,,5
Sundsvall,NN,,2
sistership,NN,,1
Color,NN,K AH L ER,9
posters,NNS,P OW S T ER Z,7
confusingly,RB,K AH N F Y UW Z IH NG L IY,1
HelsinkiTallinn,NN,,2
Scandinavia,NN,S K AE N D IH N EY V IY AH,21
TurkuStockholm,NN,,1
logos,NNS,L OW G OW Z,4
StockholmRiga,NN,,2
Isabelle,NNP,IH Z AH B EH L,6
Tinto,NN,T IH N T OW,2
ninemonth,NN,,1
accommodations,NNS,AH K AA M AH D EY SH AH N Z,10
Kitimat,NNP,K IH T IH M AE T,1
Decks,NNS,D EH K S,1
IIclass,NN,,1
cabins,NNS,K AE B AH N Z,7
sauna,NN,S AO N AH,3
hydraulically,RB,,1
Seaside,NN,S IY S AY D,4
Sclass,NN,,3
Lobby,NN,L AA B IY,4
Siljaland,NN,,1
playroom,NN,P L EY R UW M,1
Suites,NNS,S W IY T S,1
Dancing,VBG,D AE N S IH NG,16
Trattoria,NN,,1
Buffet,NN,B AH F AH T,1
Veranda,NN,V ER AE N D AH,1
taxfree,NN,,1
perfumerie,NN,,1
Panorama,NN,P AE N ER AE M AH,7
sundeck,NN,,1
1668514,CD,,1
Cups,NNS,K AH P S,5
1670514,CD,,1
leader1,NN,,1
Ferguson,NN,F ER G AH S AH N,29
leadersseat1,NN,,2
Grenville,NNP,,3
leader2,NN,,1
WEN,NN,W EH N,2
leadersseat2,NN,,1
leader4,NN,,1
Raney,NN,R EY N IY,3
leadersseat4,NN,,1
leader5,NN,,1
Oke,NN,,1
leadersseat5,NN,,1
Lambton,NNP,,1
afterelection,NN,,1
MLAs,NN,,2
Temperance,NN,T EH M P ER AH N S,2
Nickle,NN,N IH K AH L,1
Prohibitionist,NN,,1
UFO,NN,,39
MPPs,NN,,2
Progressives,NNS,P R AA G R EH S IH V Z,2
AttorneyGeneral,JJ,,2
ProgressiveUFO,NN,,1
LiberalProgressive,JJ,,1
independents,NNS,IH N D IH P EH N D AH N T S,4
Homuth,NN,HH AA M UW TH,1
UFOLabour,NN,,1
bordercolor,NN,,2
444444,CD,,1
nominate,NN,N AA M AH N AH T,7
1673514,CD,,1
comedydrama,NN,,3
Demme,NN,D EH M,1
Obba,NN,,3
Babatund,IN,,3
Bernie,NNP,B ER N IY,10
Nez,NN,N EH Z,6
Bokeem,NNP,,2
Woodbine,NN,,3
Shabaka,NN,,3
Elderly,JJ,EH L D ER L IY,1
infirmary,JJ,IH N F ER M ER IY,5
Bnz,NN,,1
hustler,NN,HH AH S AH L ER,1
Spanky,NN,S P AE N K IY,8
pickpocket,NN,P IH K P AA K AH T,1
graces,NNS,G R EY S IH Z,1
jacked,NNS,JH AE K T,2
owes,NN,OW Z,2
bootlegging,NN,B UW T L EH G IH NG,2
carload,NN,K AA R L OW D,1
hooch,NN,HH UW CH,1
swindles,NNS,S W IH N D AH L Z,1
juke,NN,JH UW K,1
Vaughn,NN,V AO N,10
rednecks,NNS,R EH D N EH K S,1
gunpoint,NN,G AH N P OY N T,3
Penitentiary,JJ,P EH N IH T EH N CH ER IY,3
Biscuit,NN,B IH S K AH T,6
Jangle,NN,JH AE NG G AH L,4
Goldmouth,NN,,7
Taliferro,NN,,2
Cookie,NN,K UH K IY,4
Pokerface,NN,,3
dodging,VBG,D AA JH IH NG,1
Sergeant,NN,S AA R JH AH N T,19
Dillard,NN,D IH L ER D,4
Cassavetes,NNS,K AE S AH V IY T IY Z,2
Hoppin,NN,,6
Sgt,NN,,6
jam,NN,JH AE M,5
cornbread,NN,K AO R N B R EH D,2
repercussions,NNS,R IY P ER K AH SH AH N Z,3
imagining,VBG,IH M AE JH AH N IH NG,1
lucky,JJ,L AH K IY,5
mistreated,VBN,M IH S T R IY T IH D,3
waiter,NN,W EY T ER,3
interrupting,VBG,IH N T ER AH P T IH NG,3
whats,NNS,W AH T S,2
selfishness,NN,S EH L F IH SH N AH S,1
incarceration,NN,IH N K AA R S ER EY SH AH N,3
Tallahatchie,NN,,1
CantGetRight,NN,,3
coax,NN,K OW K S,1
avail,NN,AH V EY L,1
confides,NNS,K AH N F AY D Z,2
homosexual,JJ,HH OW M OW S EH K SH AH W AH L,13
Crawfords,NNS,,1
devises,NNS,D IH V AY Z IH Z,2
19441972,CD,,1
Apollo,NN,AH P AA L OW,20
annoying,VBG,AH N OY IH NG,7
Beatty,NNS,B IY T IY,5
Ermey,NN,,2
standoff,NN,S T AE N D AO F,1
skeptical,JJ,S K EH P T AH K AH L,5
outlining,VBG,AW T L AY N IH NG,3
Claudes,NNS,,1
morgue,NN,M AO R G,2
badluck,NN,,1
buddies,NNS,B AH D IY Z,1
Rayford,NN,R EY F ER D,1
Sanaa,NN,S AH N AA,3
Lathan,NN,L AE TH AH N,1
Abernathy,NN,AE B ER N AE TH IY,2
Emmerich,NN,EH M ER IH K,1
Blocker,NN,B L AA K ER,3
Whitaker,NN,W IH T AH K ER,3
Issac,NN,IH S AH K,1
Bonz,NN,,1
Jake,NN,JH EY K,23
Poppy,JJ,P AA P IY,1
grossing,VBG,G R OW S IH NG,4
73345029,CD,,1
CA,NN,K AH,29
Sacramento,NN,S AE K R AH M EH N T OW,22
LandInterscope,NN,,1
BHipHop,NN,,5
Makeup,NN,M EY K AH P,3
Performed,VBN,P ER F AO R M D,25
Blockbuster,NN,B L AA K B AH S T ER,1
1675514,CD,,1
Kilmarnock,NNP,K IH L M AA R N AA K,3
Bryson,NNP,B R AY S AH N,6
Hurlford,NN,,1
Deepdale,NN,,1
Rochdale,NN,,7
Bamber,NNP,B AE M B ER,4
youngsters,NNS,Y AH NG S T ER Z,6
1684514,CD,,1
1741,CD,,2
Applethwaite,NNP,,1
Westmorland,NN,,2
Staveley,NN,,1
Cumbria,NNS,,7
Peterhouse,NN,,2
Waring,VBG,W EH R IH NG,1
Wrangler,NN,R AE NG G AH L ER,2
1687514,CD,,1
XM,NN,,8
Wheatus,NN,,2
iTunes,NNS,,29
hourlong,NN,AW R L AO NG,5
Lemonade,NN,L EH M AH N EY D,2
Anyway,RB,EH N IY W EY,3
533,CD,,7
Dirtbag,NN,,1
426,CD,,6
1694514,CD,,1
Dunhallow,NN,,1
Millstreet,NN,,1
Tourin,NN,,1
Commissioners,NNS,K AH M IH SH AH N ER Z,15
183239,CD,,1
uncongenial,JJ,,1
pestered,VBN,P EH S T ER D,1
subeditor,NN,,1
Monitor,NN,M AA N AH T ER,5
unmistakable,JJ,AH N M IH S T EY K AH B AH L,2
Mitchel,NN,M IH CH AH L,3
Jail,NN,JH EY L,1
schoolmastership,NN,,1
Chragibhin,NN,,1
Cno,NN,,1
Brighidin,NN,,1
mo,NN,M OW,1
stor,NN,,1
1704514,CD,,1
Bohomiel,NNP,,1
Lapchick,NN,,32
overshadowed,VBN,OW V ER SH AE D OW D,5
Tarzan,NN,T AA R Z AE N,5
Knicks,NNS,N IH K S,7
195153,CD,,2
dignitary,JJ,D IH G N AH T EH R IY,1
nurture,NN,N ER CH ER,6
Yonkers,NNS,Y AA NG K ER Z,4
barnstorming,NN,B AA R N S T AO R M IH NG,1
worrying,VBG,W ER IY IH NG,3
nervousness,NN,N ER V AH S N AH S,2
tick,NN,T IH K,5
Stressrelated,VBN,,1
oncourt,NN,,3
fainting,NN,F EY N T IH NG,2
motivational,NN,M OW T AH V EY SH AH N AH L,5
eliciting,VBG,IH L IH S AH T IH NG,1
Stressing,VBG,S T R EH S IH NG,1
freewheeling,VBG,F R IY W IY L IH NG,2
ballhandling,NN,,1
scrounging,VBG,S K R AW N JH IH NG,1
caddy,NN,K AE D IY,1
suiting,VBG,S UW T IH NG,2
pocketing,VBG,P AA K AH T IH NG,1
rangy,NN,R EY N JH IY,1
6foot5,CD,,1
commodity,NN,K AH M AA D AH T IY,10
bargained,VBN,B AA R G AH N D,1
clash,NN,K L AE SH,10
fabled,VBN,F EY B AH L D,3
eschewed,VBN,EH SH UW D,1
barnstorm,NN,B AA R N S T AO R M,1
wow,NN,W AW,1
razzledazzle,NN,,1
Conditions,NNS,K AH N D IH SH AH N Z,7
spartan,NN,S P AA R T AH N,1
Lapchicks,NNS,,3
wrist,NN,R IH S T,7
infected,VBN,IH N F EH K T AH D,15
rubbed,NN,R AH B D,3
scab,NN,S K AE B,1
Luckily,RB,L AH K AH L IY,1
Nat,NN,N AE T,5
Holman,NN,HH AA L M AH N,4
disband,NN,D IH S B AE N D,1
Rosenblums,NNS,,1
magnate,NN,M AE G N AH T,4
Rosenblum,NN,R OW Z AH N B L UW M,4
ABL,NN,,2
Dehnert,NN,D EH N ER T,1
Hickey,NN,HH IH K IY,3
Bless,NN,B L EH S,1
Redmen,NNS,,3
18055,CD,,1
Invitation,NN,IH N V IH T EY SH AH N,5
Overwhelmed,VBN,OW V ER W EH L M D,1
thenastronomical,JJ,,1
Knickerbockers,NNS,N IH K ER B AA K ER Z,1
Continuing,VBG,K AH N T IH N Y UW IH NG,6
emphasize,VB,EH M F AH S AY Z,2
motivator,NN,M OW T AH V EY T ER,1
sidelines,NNS,S AY D L AY N Z,2
stomping,VBG,S T AA M P IH NG,2
tossing,VBG,T AO S IH NG,2
Stressmanagement,NN,,1
195556,CD,,9
326247,CD,,1
NIT,NN,N IH T,2
monitored,VBD,M AA N AH T ER D,6
mandatoryretirement,NN,,1
Coach,NN,K OW CH,42
196465,CD,,7
upsetting,VBG,AH P S EH T IH NG,2
Villanova,NNP,V IH L AH N OW V AH,17
5551,CD,,1
Describing,VBG,D IH S K R AY B IH NG,2
DCbased,VBN,,4
pains,NNS,P EY N Z,2
basketballs,NNS,B AE S K AH T B AO L Z,1
Naismith,NN,N EY Z M IH TH,2
Endowed,VBN,EH N D AW D,1
DeVos,NN,D IY V OW Z,1
NCAS,NN,,1
outreach,NN,AW T R IY CH,4
USMA,NN,,4
Ph,NN,P IY EY CH,10
Aspen,VB,AE S P AH N,8
1708514,CD,,1
Petrograd,NN,,4
Mikhailovich,NNP,,2
Simonov,NN,,18
Kirill,NNP,,3
Obolensky,NN,,1
Rurikid,NN,,1
Tsar,NN,Z AA R,12
stepmother,NN,S T EH P M AH DH ER,1
Ivanischev,NN,,1
Ryazan,NN,,1
Saratov,NN,S EH R AH T AO V,3
latheturner,NN,,1
pronounce,NN,P R AH N AW N S,1
lisp,NN,L IH S P,2
Gorky,NNP,G AO R K IY,1
Khalkhin,NNP,,1
Komsomol,NNP,K AA M S OW M AH L,1
militarypolitical,JJ,,1
quartermaster,NN,K W AO R T ER M AE S T ER,1
Krasnaya,NNP,,1
commissar,NN,K AA M AH S AA R,2
colonel,NN,K ER N AH L,19
Serova,NNP,,3
Rokossovski,NN,,3
Galina,NNP,G AH L IY N AH,1
Talanova,NN,,1
Czechoslovakia,NNP,CH EH K AH S L OW V AA K IY AH,15
Yugoslavian,JJ,Y UW G OW S L AA V IY AH N,2
Notebook,NN,N OW T B UH K,1
Barents,NNS,B EH R AH N T S,1
Correspondent,NN,K AO R AH S P AA N D AH N T,3
Tashkent,NN,T AE SH K EH N T,6
Sovremennik,NN,,1
196364,CD,,5
Soldatami,NN,,1
rozhdaiutsia,NN,,1
197071,CD,,9
194650,CD,,1
195458,CD,,2
Novy,NN,N OW V IY,1
Podolsk,NN,,2
LeninThree,VB,,1
Banner,NN,B AE N ER,4
WarTwo,NN,,1
Badge,NN,B AE JH,7
Honour,NN,,24
19411945,CD,,1
Stalingrad,NN,S T AE L IH N G R AE D,1
Czechoslovak,NN,CH EH K AH S L OW V AA K,6
Sukhbaatar,NN,,1
Stolper,NN,S T OW L P ER,6
Vasilyev,NN,,4
Immortal,NN,IH M AO R T AH L,2
Neman,NN,,1
Spaak,NN,,1
Triolet,NN,,1
Lavrov,NN,,1
Anatoli,NNS,AE N AH T OW L IY,1
Papanov,NN,,1
Yefremov,NN,,1
Retribution,NN,R EH T R AH B Y UW SH AH N,1
Grenada,NNP,G R IH N EY D AH,9
codirected,VBN,,3
Karmen,NNS,,1
Polunin,NN,,1
Nikulin,NN,,1
Gurchenko,NN,,1
1713514,CD,,1
Stag,NN,S T AE G,6
Tyson,NN,T AY S AH N,7
initials,NNS,IH N IH SH AH L Z,4
wroughtiron,NN,,1
pavement,NN,P EY V M AH N T,4
stuffed,NN,S T AH F T,4
snug,NN,S N AH G,2
elk,NN,EH L K,1
Finney,NN,F IH N IY,1
Educating,VBG,EH JH AH K EY T IH NG,2
Rita,NNP,R IY T AH,22
Walters,NNS,W AO L T ER Z,7
Filming,VBG,F IH L M IH NG,7
Dreadful,JJ,D R EH D F AH L,2
58M,CD,,1
1714514,CD,,1
Loch,NN,L AA K,38
mockumentary,NN,,2
Werner,NN,W ER N ER,13
Herzog,NN,HH ER Z AA G,23
Zak,NN,Z AE K,10
Beristain,NN,,2
Wonderland,NN,W AH N D ER L AE N D,3
celebrities,NNS,S AH L EH B R IH T IY Z,15
Goldblum,NN,G OW L D B L AH M,1
Difficulties,NNS,D IH F AH K AH L T IY Z,1
highgrossing,VBG,,1
blockbuster,NN,B L AA K B AH S T ER,2
clichs,NN,,3
Kitana,NNP,,2
selfdeluded,VBD,,1
cryptozoologist,NN,,1
Karnow,NNP,K AA R N OW,5
escalates,NNS,EH S K AH L EY T S,3
underhanded,JJ,AH N D ER HH AE N D IH D,1
Nessie,NN,N EH S IY,3
twist,NN,T W IH S T,11
huddles,NNS,HH AH D AH L Z,1
OMeara,NN,OW M IY R AH,2
sneak,NN,S N IY K,4
liferaft,NN,,1
wetsuit,NN,W EH T S UW T,2
vacationers,NNS,V EY K EY SH AH N ER Z,3
duping,VBG,,1
4423,CD,,1
scriptment,NN,,1
improvisation,NN,IH M P R AA V IH Z EY SH AH N,4
verisimilitude,NN,V EH R AH S AH M IH L AH T UW D,1
soundman,NN,,1
Metacritic,JJ,,13
Watching,VBG,W AA CH IH NG,4
forensic,JJ,F ER EH N S IH K,12
insidious,JJ,IH N S IH D IY AH S,1
conner,NN,K AA N ER,1
connee,NN,,1
Turan,NN,,1
amusing,VBG,AH M Y UW Z IH NG,5
mock,NN,M AA K,2
spends,NNS,S P EH N D Z,11
artfully,RB,AA R T F AH L IY,1
1716514,CD,,1
floorheight,NN,,1
entrylevelorstep,NN,,1
75550,CD,,1
deceleration,NN,D IH S EH L ER EY SH AH N,2
R62A,NN,,8
Bombardier,NNP,B AA M B ER D IH R,1
Pocatiere,RB,,1
Barre,NN,B EH R IY,2
Kawasaki,NNP,K AA W AA S AA K IY,29
R62,NN,,2
195457,CD,,1
R172122,NN,,1
R62As,NN,,6
16512475,CD,,1
19011965,CD,,1
11car,CD,,1
1900series,NNS,,1
19271933,CD,,1
19351937,CD,,1
19451946,CD,,2
19501953,CD,,1
19551956,CD,,4
fourcar,NN,,1
fivecar,NN,,1
240th,JJ,,2
Bronx,NNP,B R AA NG K S,10
Westchester,NN,W EH S T CH EH S T ER,11
rollsign,NN,,1
Hunts,NNS,HH AH N T S,1
COBRA,NN,K OW B R AH,1
MTA,NN,,1
repainting,VBG,R IY P EY N T IH NG,1
floors,NNS,F L AO R Z,25
midlife,NN,M IH D L AY F,1
2026,CD,,1
2027,CD,,1
11163,CD,,1
Upgrade,NN,AH P G R EY D,1
TrainJPGGreen,NN,,1
Image7,NN,,1
lcdJPG,NN,,1
2406,CD,,1
TrainJPGInterior,NN,,1
ShuttleJPGR62A,NN,,1
MetsWillets,NNS,,1
1721514,CD,,1
comites,NNS,,10
comitatus,NN,K AO M AH T EY T AH S,1
cohors,NNS,,1
amicorum,NN,,1
muchvenerated,VBN,,1
Lourdes,NNS,L AO R D Z,3
divinity,NN,D IH V IH N AH T IY,2
Sol,NN,S AA L,33
Invictus,NN,,7
Unconquered,VBN,,1
Imperially,RB,,1
trusted,VBN,T R AH S T IH D,11
courtiers,NNS,K AO R T IY ER Z,1
deriving,VBG,D ER AY V IH NG,7
Companions,NNS,K AH M P AE N Y AH N Z,7
Philos,NN,,1
Basilikos,NN,,1
paladin,NN,P AE L AH D IH N,2
Prefect,NN,P R IY F EH K T,4
Praetorian,JJ,P R IY T AO R IY AH N,4
Amici,NN,,1
Principis,NN,,1
wielded,VBD,W IY L D IH D,8
surrendering,VBG,S ER EH N D ER IH NG,3
certifying,VBG,S ER T AH F AY IH NG,3
provinciarum,NN,,1
vicars,NNS,V IH K ER Z,1
Notitia,NN,,2
dignitatum,NN,,1
schematic,JJ,S K IH M AE T IH K,3
comital,NN,,2
Friesian,JJ,,1
dispositonum,NN,,1
magister,NN,,1
officiorum,NN,,1
domesticorum,NN,,3
vir,NN,,3
illustris,NN,,3
Domestici,NN,,1
bodyguards,NNS,B AA D IY G AA R D Z,2
Equitum,NN,,1
Peditum,NN,,1
privatae,NN,,2
largitionis,NN,,2
privy,NN,P R IH V IY,3
answerable,JJ,AE N S ER AH B AH L,1
rerum,NN,,2
privatarum,NN,,2
Powerful,NN,P AW ER F AH L,4
res,NNS,R EY Z,1
privata,NN,,1
sacrarum,NN,,1
largitionum,NN,,2
Vir,NN,,1
Largess,NN,L AA R JH AH S,1
Procurators,NNS,,1
rationales,NNS,R AE SH AH N AE L Z,1
Praepositi,NN,,1
senatorial,JJ,S EH N AH T AO R IY AH L,4
Comites,NNS,,4
Auri,NN,,1
sacrae,NN,,1
vestis,NN,,2
wardrobe,NN,W AO R D R OW B,3
Illyricum,NN,,3
commerciorum,NN,,1
metallorum,NN,,1
Exceptionally,RB,IH K S EH P SH AH N AH L IY,1
vicarii,NN,,1
supervising,VBG,S UW P ER V AY Z IH NG,4
praefectus,NN,,2
praetorio,NN,,1
Orientis,NN,,1
urbis,NN,,1
formarum,NN,,1
riparum,NN,,1
alvei,NN,,1
Tiberis,NN,,1
cloacarum,NN,,1
Tiber,NNP,T AY B ER,1
portus,NN,,1
consistorianus,NN,,1
consistorium,NN,,1
officio,NN,AH F IH S IY OW,4
adsessor,NN,,1
rei,NN,,1
militaris,NN,,1
dux,NN,D AH K S,1
Magister,NN,,3
peditum,NN,,1
equitum,NN,,1
superiors,NNS,S UW P IH R IY ER Z,2
praepositus,NN,,1
limitis,NN,,2
tribunes,NNS,,1
cohorts,NNS,K OW HH AO R T S,1
alae,NN,,1
numeri,NN,,1
Dignitatum,NN,,1
spectabilis,NN,,3
Italiae,NN,,1
Africae,NN,,2
Tingitaniae,NN,,1
Tractus,NN,,1
Argentoratensis,NN,,2
Britanniarum,NN,,2
Litoris,NNP,,1
Saxonici,NN,,2
Britanniam,NN,,2
Aegypti,NN,,1
Isauriae,NN,,1
Isauria,NNS,,1
Avernorum,NN,,1
410,CD,,14
isles,NNS,AY L Z,2
Littoris,NNP,,1
Hispaniarum,NN,,1
Hispania,NNP,,1
devalued,VBN,D IH V AE L Y UW D,1
ordines,NNS,,1
dominorum,NN,,1
nostrorum,NN,,1
DN,NN,,1
Diocletian,JJ,,2
tetrarchy,NN,,1
Goths,NNS,,2
CubiculariorumCount,NN,,1
chamberlains,NNS,,1
cubicularii,NN,,1
ScanciorumCount,NN,,1
cupbearers,NNS,,1
StabulorumCount,NN,,1
equerries,NNS,,1
stables,NNS,S T EY B AH L Z,9
NotariorumCount,NN,,1
ThesaurorumCount,NN,,1
Frankish,JJ,F R AE NG K IH SH,13
Gaugraf,NN,,2
Merovingian,JJ,,1
palatii,NN,,1
stabuli,NN,,1
Constable,JJ,K AA N S T AH B AH L,6
pagi,NN,,1
civitas,NNS,,1
pagus,NN,,4
enfranchised,VBN,EH N F R AE N CH AY Z D,1
agens,NNS,,1
publicus,NN,,1
judex,NN,,1
publicusfiscalis,NN,,1
bannus,NN,,1
regis,NN,R IY JH IH S,2
orphans,NNS,AO R F AH N Z,3
wergeld,NN,,1
remunerated,VBN,,2
germs,NNS,JH ER M Z,1
discord,NN,D IH S K AO R D,1
gerefa,NN,,2
illustrious,JJ,IH L AH S T R IY AH S,5
philologists,NNS,,1
valet,NN,V AE L EY,1
subservient,NN,S AH B S ER V IY AH N T,2
Feudalism,NN,F Y UW D AH L IH Z AH M,1
etymologically,RB,,1
Vicecomes,NNS,,1
Burgicomes,NNS,,1
burgravio,NN,,1
1737514,CD,,1
Gaines,NNS,G EY N Z,17
Elk,NN,EH L K,4
Gin,NN,JH IH N,5
Tombigbee,NN,,4
Stoddert,NN,,1
surveyed,VBN,S ER V EY D,8
Chickasaw,NN,CH IH K AH S AO,1
intersected,VBN,IH N T ER S EH K T IH D,2
Russellville,NNP,R AH S AH L V IH L,1
Quail,NN,K W EY L,2
0938896881,CD,,1
RussellvilleGovcom,NN,,1
Archived,VBN,,1
Inline,NN,,6
1741514,CD,,1
Ozone,NN,OW Z OW N,1
oXygen,NN,AA K S AH JH AH N,1
videogames,NNS,,1
KDE,NNP,,1
Labels,NNS,L EY B AH L Z,2
Avalon,NN,AE V AH L AA N,6
Baptiste,NN,B AH P T IH S T,6
Giabiconi,NNP,,1
Varga,NN,V AA R G AH,7
Serneholt,NN,,1
Hadouken,NNP,,1
Colbie,NN,,1
Caillat,NN,,1
Coco,NN,K OW K OW,4
Feeder,NN,F IY D ER,1
JJ72,NN,,2
Found,IN,F AW N D,6
Lining,VBG,L AY N IH NG,1
Spice,NN,S P AY S,4
Eat,NN,IY T,5
Swans,NNS,S W AA N Z,3
Kind,VB,K AY N D,6
racehorse,NN,R EY S HH AO R S,6
Maura,NN,M AO R AH,1
Tierney,NN,T IH R N IY,2
Adrien,NN,,4
Brody,NN,B R OW D IY,7
